Transaction Date,Transaction Type,Fee Name,Transaction Number,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-SPQ9U6T-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354303968,Delivered,PK-DEX,standard,Dropshipping,125625354303968,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-Z6KB4IT-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-25.99,2.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354303968,Delivered,PK-DEX,standard,Dropshipping,125625354303968,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-VW3YVK4-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354303968,Delivered,PK-DEX,standard,Dropshipping,125625354303968,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-RGDY3ZW-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354303968,Delivered,PK-DEX,standard,Dropshipping,125625354303968,,
15 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-1KO9OM0-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124981223419718,124981223619718,Delivered,PK-MOVEX,standard,Dropshipping,124981223619718,,
15 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-ZQZC4UF-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,16.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124981223419718,124981223619718,Delivered,PK-MOVEX,standard,Dropshipping,124981223619718,,
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-HZK46KW-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124981223419718,124981223619718,Delivered,PK-MOVEX,standard,Dropshipping,124981223619718,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-S9YR4E6-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-18.08,2.08,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124981223419718,124981223619718,Delivered,PK-MOVEX,standard,Dropshipping,124981223619718,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-AC3FZ6K-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124981223419718,124981223619718,Delivered,PK-MOVEX,standard,Dropshipping,124981223619718,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-DET10OH-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124981223419718,124981223619718,Delivered,PK-MOVEX,standard,Dropshipping,124981223619718,,
15 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-RF8YHUD-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051896464094,125051896664094,Delivered,PK-DEX,standard,Dropshipping,125051896664094,,
15 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-B6K6SRU-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,37.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051896464094,125051896664094,Delivered,PK-DEX,standard,Dropshipping,125051896664094,,
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-M4L1LMD-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051896464094,125051896664094,Delivered,PK-DEX,standard,Dropshipping,125051896664094,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-6ZFE666-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-41.81,4.81,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051896464094,125051896664094,Delivered,PK-DEX,standard,Dropshipping,125051896664094,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-WH1QPVF-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051896464094,125051896664094,Delivered,PK-DEX,standard,Dropshipping,125051896664094,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-A3NWR01-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051896464094,125051896664094,Delivered,PK-DEX,standard,Dropshipping,125051896664094,,
15 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-RDNTP96-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124975699024005,124975699224005,Delivered,PK-DEX,standard,Dropshipping,124975699224005,,
15 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-3N0AVWZ-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124975699024005,124975699224005,Delivered,PK-DEX,standard,Dropshipping,124975699224005,,
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-N4VG1TX-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124975699024005,124975699224005,Delivered,PK-DEX,standard,Dropshipping,124975699224005,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-L47CIGG-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-38.42,4.42,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124975699024005,124975699224005,Delivered,PK-DEX,standard,Dropshipping,124975699224005,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-2VERZBL-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124975699024005,124975699224005,Delivered,PK-DEX,standard,Dropshipping,124975699224005,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-7PDMGRG-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,38.42,4.42,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,124975699024005,124975699224005,Delivered,PK-DEX,standard,Dropshipping,124975699224005,,
15 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-Z6BUDBZ-210215,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-18.23,2.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125603995517465,125603995817465,Delivered,PK-DEX,standard,Dropshipping,125603995817465,,
15 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-7WX7LT5-210215,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,69.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125603995517465,125603995817465,Delivered,PK-DEX,standard,Dropshipping,125603995817465,,
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-UO5B1WG-210215,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,125.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125603995517465,125603995817465,Delivered,PK-DEX,standard,Dropshipping,125603995817465,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-TR8XY37-210215,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-77.97,8.97,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125603995517465,125603995817465,Delivered,PK-DEX,standard,Dropshipping,125603995817465,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-8YDJOKM-210215,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-1.76,0.20,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125603995517465,125603995817465,Delivered,PK-DEX,standard,Dropshipping,125603995817465,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-91SOYPV-210215,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125603995517465,125603995817465,Delivered,PK-DEX,standard,Dropshipping,125603995817465,,
15 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-N0HZL8Q-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125641381808728,125641381908728,Delivered,PK-DEX,standard,Dropshipping,125641381908728,,
15 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-CA2IGC9-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,49.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125641381808728,125641381908728,Delivered,PK-DEX,standard,Dropshipping,125641381908728,,
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-P5ERMLV-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125641381808728,125641381908728,Delivered,PK-DEX,standard,Dropshipping,125641381908728,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-KVDUIQZ-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-55.37,6.37,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125641381808728,125641381908728,Delivered,PK-DEX,standard,Dropshipping,125641381908728,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-JWYJNIE-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125641381808728,125641381908728,Delivered,PK-DEX,standard,Dropshipping,125641381908728,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-Y7JFQZY-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125641381808728,125641381908728,Delivered,PK-DEX,standard,Dropshipping,125641381908728,,
15 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-XED5S4R-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125572786443267,125572786943267,Delivered,PK-DEX,standard,Dropshipping,125572786943267,,
15 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-2P8VFBN-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,99.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125572786443267,125572786943267,Delivered,PK-DEX,standard,Dropshipping,125572786943267,,
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-AICHIST-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125572786443267,125572786943267,Delivered,PK-DEX,standard,Dropshipping,125572786943267,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-DNYE540-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-111.87,12.87,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125572786443267,125572786943267,Delivered,PK-DEX,standard,Dropshipping,125572786943267,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-FNQPS0I-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125572786443267,125572786943267,Delivered,PK-DEX,standard,Dropshipping,125572786943267,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-RBXR2CL-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125572786443267,125572786943267,Delivered,PK-DEX,standard,Dropshipping,125572786943267,,
16 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-7X2P8B7-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051069025734,125051069125734,Delivered,PK-LCS,standard,Dropshipping,125051069125734,,
16 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-LK39UKR-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,65.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051069025734,125051069125734,Delivered,PK-LCS,standard,Dropshipping,125051069125734,,
16 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-KPUUFZI-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051069025734,125051069125734,Delivered,PK-LCS,standard,Dropshipping,125051069125734,,
16 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-ETO50P5-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-73.45,8.45,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051069025734,125051069125734,Delivered,PK-LCS,standard,Dropshipping,125051069125734,,
16 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-PAJJB3S-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051069025734,125051069125734,Delivered,PK-LCS,standard,Dropshipping,125051069125734,,
16 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-50I7DSV-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125051069025734,125051069125734,Delivered,PK-LCS,standard,Dropshipping,125051069125734,,
16 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-GNRPTI0-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125078047340896,125078047440896,Delivered,PK-DEX,standard,Dropshipping,125078047440896,,
16 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-Z3431V7-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,99.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125078047340896,125078047440896,Delivered,PK-DEX,standard,Dropshipping,125078047440896,,
16 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-1982MRN-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125078047340896,125078047440896,Delivered,PK-DEX,standard,Dropshipping,125078047440896,,
16 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-MZW3B9X-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-111.87,12.87,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125078047340896,125078047440896,Delivered,PK-DEX,standard,Dropshipping,125078047440896,,
16 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-APF6CMC-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125078047340896,125078047440896,Delivered,PK-DEX,standard,Dropshipping,125078047440896,,
16 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-0MNXGWT-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125078047340896,125078047440896,Delivered,PK-DEX,standard,Dropshipping,125078047440896,,
16 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-1Z1I3GU-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125593711546077,125593711646077,Returned,PK-DEX,standard,Dropshipping,125593711646077,,
16 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-MOZ30P7-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125593711546077,125593711646077,Returned,PK-DEX,standard,Dropshipping,125593711646077,,
16 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-UZ463BI-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,34.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125593711546077,125593711646077,Returned,PK-DEX,standard,Dropshipping,125593711646077,,
16 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-KJUTW8B-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-111.87,12.87,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125593711546077,125593711646077,Returned,PK-DEX,standard,Dropshipping,125593711646077,,
16 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-SNQWLOQ-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125593711546077,125593711646077,Returned,PK-DEX,standard,Dropshipping,125593711646077,,
16 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-9ARQLQ1-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,111.87,12.87,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125593711546077,125593711646077,Returned,PK-DEX,standard,Dropshipping,125593711646077,,
15 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-UGTP1F1-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354003968,Delivered,PK-DEX,standard,Dropshipping,125625354003968,,
15 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-4SNSVCY-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,24.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354003968,Delivered,PK-DEX,standard,Dropshipping,125625354003968,,
15 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-BIXLHW0-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354003968,Delivered,PK-DEX,standard,Dropshipping,125625354003968,,
15 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-9Q2RWCV-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-27.12,3.12,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354003968,Delivered,PK-DEX,standard,Dropshipping,125625354003968,,
15 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-XR17LF6-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354003968,Delivered,PK-DEX,standard,Dropshipping,125625354003968,,
15 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-WQZMHBJ-210215,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125625353403968,125625354003968,Delivered,PK-DEX,standard,Dropshipping,125625354003968,,
16 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-FJ848JP-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125034623367577,125034623467577,Delivered,PK-LCS,standard,Dropshipping,125034623467577,,
16 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-XJFN1CJ-210216,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2 hangers,174562749_PK-1347084923,65.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125034623367577,125034623467577,Delivered,PK-LCS,standard,Dropshipping,125034623467577,,
